# date[JD] transmitted_flux_171[arb.units] transmitted_flux_171_unc[arb.units] transmitted_flux_195[arb.units] transmitted_flux_195_unc[arb.units] transmitted_flux_284[arb.units] transmitted_flux_284_unc[arb.units] transmitted_flux_304[arb.units] transmitted_flux_304_unc[arb.units] transmitted_flux_sumEITBands[arb.units] transmitted_flux_sumEITBands_unc[arb.units]
2.453436000000000000e+06 1.117020801007988330e-14 3.351062403023964201e-15 8.982981605207021150e-15 2.694894481562106582e-15 1.638425627201691785e-16 4.915276881605075232e-17 2.159107871372158939e-15 6.477323614116476029e-16 2.247614004937923116e-14 6.742842014813769033e-15
2.453437000000000000e+06 1.126397871379538248e-14 3.379193614138614508e-15 9.142721444319930237e-15 2.742816433295978913e-15 1.705556124285784128e-16 5.116668372857352138e-17 2.176841486430344663e-15 6.530524459291034975e-16 2.275409725697423407e-14 6.826229177092271167e-15
2.453438000000000000e+06 1.144124998667875861e-14 3.432374996003627190e-15 9.444675962353108386e-15 2.833402788705931806e-15 1.832956504863534160e-16 5.498869514590602604e-17 2.210406672007210984e-15 6.631220016021634332e-16 2.327962827152542852e-14 6.983888481457628239e-15
2.453439000000000000e+06 1.183098826190612510e-14 3.549296478571837294e-15 1.010989505176495692e-14 3.032968515529486525e-15 2.092718987732568026e-16 6.278156963197704325e-17 2.282536383364175891e-15 6.847609150092525899e-16 2.443269159580851176e-14 7.329807478742552897e-15
2.453440000000000000e+06 1.182148425000816449e-14 3.546445275002448954e-15 1.009371446827719846e-14 3.028114340483158984e-15 2.086703794337109999e-16 6.260111383011328023e-17 2.280801874879820160e-15 6.842405624639459493e-16 2.440467097259889480e-14 7.321401291779667808e-15
2.453441000000000000e+06 1.185496646944225964e-14 3.556489940832678523e-15 1.015089742040202620e-14 3.045269226120607703e-15 2.108542558676979509e-16 6.325627676030938282e-17 2.286959145025820745e-15 6.860877435077462235e-16 2.450367729073780772e-14 7.351103187221341685e-15
2.453442000000000000e+06 1.200859889951189126e-14 3.602579669853566431e-15 1.041318121962823816e-14 3.123954365888471370e-15 2.210526942205555751e-16 6.631580826616667254e-17 2.315357759812468660e-15 6.946073279437407163e-16 2.495819057317315600e-14 7.487457171951946483e-15
2.453443000000000000e+06 1.198414949237990242e-14 3.595244847713971358e-15 1.037149225442395446e-14 3.111447676327186812e-15 2.193223062676372151e-16 6.579669188029116946e-17 2.310750891938057069e-15 6.932252675814173378e-16 2.488571494500955403e-14 7.465714483502866209e-15
2.453444000000000000e+06 1.196438114457875573e-14 3.589314343373626720e-15 1.033723677413865827e-14 3.101171032241596850e-15 2.187195366320573339e-16 6.561586098961721743e-17 2.307672347331011654e-15 6.923017041993036341e-16 2.482800980268048166e-14 7.448402940804145444e-15
2.453445000000000000e+06 1.196496081831377523e-14 3.589488245494133199e-15 1.033859715385643028e-14 3.101579146156928769e-15 2.182310204324927072e-16 6.546930612974782696e-17 2.307355902026899639e-15 6.922067706080699114e-16 2.482914489462959835e-14 7.448743468388879188e-15
2.453446000000000000e+06 1.192786290244396286e-14 3.578358870733189648e-15 1.027533777763706483e-14 3.082601333291119211e-15 2.157078861363359357e-16 6.471236584090077826e-17 2.300445923832887866e-15 6.901337771498660049e-16 2.471935449005024927e-14 7.415806347015075728e-15
2.453447000000000000e+06 1.183086741975246981e-14 3.549260225925740471e-15 1.010977443063907849e-14 3.032932329191723389e-15 2.092274360047481666e-16 6.276823080142444505e-17 2.282481956652238408e-15 6.847445869956715815e-16 2.443235124304853017e-14 7.329705372914559998e-15
2.453448000000000000e+06 1.175833242461930506e-14 3.527499727385790965e-15 9.985755328486091544e-15 2.995726598545827306e-15 2.047088219502525651e-16 6.141264658507575721e-17 2.269317903301575713e-15 6.807953709904725363e-16 2.421811447835722101e-14 7.265434343507166934e-15
2.453449000000000000e+06 1.165641156873680821e-14 3.496923470621042383e-15 9.812197886374256399e-15 2.943659365912276525e-15 1.972495250098828368e-16 5.917485750296484364e-17 2.249907290007715853e-15 6.749721870023146573e-16 2.391576627012866399e-14 7.174729881038599827e-15
2.453450000000000000e+06 1.141610828621457083e-14 3.424832485864371091e-15 9.402201546165939706e-15 2.820660463849781517e-15 1.809615776950314848e-16 5.428847330850944050e-17 2.205216938624098910e-15 6.615650815872294758e-16 2.320448834869964130e-14 6.961346504609890970e-15
2.453451000000000000e+06 1.133775795478606983e-14 3.401327386435820396e-15 9.268562124486010273e-15 2.780568637345802924e-15 1.755980694098510230e-16 5.267942082295530690e-17 2.190596680718046779e-15 6.571790042154141718e-16 2.297251482939997558e-14 6.891754448819992675e-15
2.453452000000000000e+06 1.138872010206267975e-14 3.416616030618804005e-15 9.355744133132528881e-15 2.806723239939758033e-15 1.787440656175698218e-16 5.362321968527092805e-17 2.199824280250203740e-15 6.599472840750608853e-16 2.312303258106298069e-14 6.936909774318893735e-15
2.453453000000000000e+06 1.125353971966384536e-14 3.376061915899153844e-15 9.124431415963074114e-15 2.737329424788922077e-15 1.705263473496770562e-16 5.115790420490312178e-17 2.175455198147728295e-15 6.526365594443185083e-16 2.272395268112432707e-14 6.817185804337297489e-15
2.453454000000000000e+06 1.118079954931868987e-14 3.354239864795606410e-15 9.000915467557959938e-15 2.700274640267388297e-15 1.647486417933620055e-16 4.942459253800858440e-17 2.161231607167274171e-15 6.483694821501823106e-16 2.250769526583728843e-14 6.752308579751185898e-15
2.453455000000000000e+06 1.099106372691351079e-14 3.297319118074053159e-15 8.677142388210239467e-15 2.603142716463071367e-15 1.519442888407439289e-16 4.558328665222318976e-17 2.125987756096874870e-15 6.377963268290623623e-16 2.194613816006136551e-14 6.583841448018409652e-15
2.453456000000000000e+06 1.097424743529618814e-14 3.292274230588856837e-15 8.648790871271761821e-15 2.594637261381528941e-15 1.503231560561457341e-16 4.509694681684371654e-17 2.122465914217366658e-15 6.367397742652099975e-16 2.189582737684146122e-14 6.568748213052438524e-15
2.453457000000000000e+06 1.096651170987558843e-14 3.289953512962676686e-15 8.635595821665398284e-15 2.590678746499619801e-15 1.497889943531493151e-16 4.493669830594479701e-17 2.121018545605034389e-15 6.363055636815106915e-16 2.187291507149917310e-14 6.561874521449751458e-15
2.453458000000000000e+06 1.094212591780594838e-14 3.282637775341783884e-15 8.593970521926602844e-15 2.578191156577981327e-15 1.481727304360597531e-16 4.445181913081792347e-17 2.116513478067386152e-15 6.349540434202157666e-16 2.180078264823599849e-14 6.540234794470798284e-15
2.453459000000000000e+06 1.096574004308851328e-14 3.289722012926554221e-15 8.634271064589096935e-15 2.590281319376728213e-15 1.497520879461116755e-16 4.492562638383349648e-17 2.120887916582735432e-15 6.362663749748206888e-16 2.187065111220645688e-14 6.561195333661937537e-15
2.453460000000000000e+06 1.092921645415468227e-14 3.278764936246404523e-15 8.571883148888842272e-15 2.571564944666652445e-15 1.473850580695699412e-16 4.421551742087097126e-17 2.114184157739738785e-15 6.342552473219218920e-16 2.176266881885283147e-14 6.528800645655849282e-15
2.453461000000000000e+06 1.091410497737771461e-14 3.274231493213314541e-15 8.546213568164023109e-15 2.563864070449207248e-15 1.461952802987743142e-16 4.385858408963228071e-17 2.111237775921395822e-15 6.333713327764186676e-16 2.171775160176190707e-14 6.515325480528571647e-15
2.453462000000000000e+06 1.094753374760084279e-14 3.284260124280252601e-15 8.603114965930329872e-15 2.580934489779098330e-15 1.486538955894741405e-16 4.459616867684222859e-17 2.117613073997995927e-15 6.352839221993989556e-16 2.181691568311864041e-14 6.545074704935591493e-15
2.453463000000000000e+06 1.105525966461013524e-14 3.316577899383040888e-15 8.786975150413817436e-15 2.636092545124145546e-15 1.558749577268723055e-16 4.676248731806168425e-17 2.137583228264116831e-15 6.412749684792350887e-16 2.213569300101494216e-14 6.640707900304482332e-15
2.453464000000000000e+06 1.106051453715088478e-14 3.318154361145265593e-15 8.795862268899379386e-15 2.638758680669813658e-15 1.563360867776867910e-16 4.690082603330602991e-17 2.138646348908194832e-15 6.415939046724586666e-16 2.215135924173614759e-14 6.645407772520844909e-15
2.453465000000000000e+06 1.125594438200578815e-14 3.376783314601736287e-15 9.128823600026699828e-15 2.738647080008009870e-15 1.702699549782508702e-16 5.108098649347524751e-17 2.175558697959793527e-15 6.526676093879381567e-16 2.273059663497053331e-14 6.819178990491158889e-15
2.453466000000000000e+06 1.139540324256376003e-14 3.418620972769127930e-15 9.367097390122876894e-15 2.810129217036863621e-15 1.792288456523019989e-16 5.376865369569059228e-17 2.201091704070737755e-15 6.603275112212213463e-16 2.314282118240967643e-14 6.942846354722902614e-15
2.453467000000000000e+06 1.147228907219414429e-14 3.441686721658243131e-15 9.498340994249761977e-15 2.849502298274928277e-15 1.843652389100296007e-16 5.530957167300887035e-17 2.215332774773562152e-15 6.645998324320686457e-16 2.337032808012749571e-14 7.011098424038247765e-15
2.453468000000000000e+06 1.142218156772274500e-14 3.426654470316822870e-15 9.412875294108757654e-15 2.823862588232628558e-15 1.809547459051774798e-16 5.428642377155323901e-17 2.206000249063780969e-15 6.618000747191342709e-16 2.322201185680046389e-14 6.966603557040138852e-15
2.453469000000000000e+06 1.140613293134039704e-14 3.421839879402119584e-15 9.385474837343254281e-15 2.815642451202976679e-15 1.798881190067691156e-16 5.396643570203071990e-17 2.203032803316804837e-15 6.609098409950413920e-16 2.317452869100722801e-14 6.952358607302166982e-15
2.453470000000000000e+06 1.146402120250925555e-14 3.439206360752776428e-15 9.484134457261880891e-15 2.845240337178564031e-15 1.839817516595353039e-16 5.519452549786058993e-17 2.213939340844550501e-15 6.641818022533650517e-16 2.334607675227522385e-14 7.003823025682566365e-15
2.453471000000000000e+06 1.147316801472440255e-14 3.441950404417320293e-15 9.499513627770636239e-15 2.849854088331190793e-15 1.848752420887956057e-16 5.546257262663867433e-17 2.215858743011678759e-15 6.647576229035037459e-16 2.337341562759550884e-14 7.012024688278653284e-15
2.453472000000000000e+06 1.148268295672154625e-14 3.444804887016464744e-15 9.515582228751670502e-15 2.854674668625501624e-15 1.857980148463259210e-16 5.573940445389776643e-17 2.217861781238287374e-15 6.653585343714862123e-16 2.340192498155783042e-14 7.020577494467349915e-15
2.453473000000000000e+06 1.135025848126021894e-14 3.405077544378065368e-15 9.289545942150897487e-15 2.786863782645268142e-15 1.769147120386570232e-16 5.307441361159710203e-17 2.193303268677986827e-15 6.579909806033963438e-16 2.301002240412775599e-14 6.903006721238326955e-15
2.453474000000000000e+06 1.131912091631539149e-14 3.395736274894617367e-15 9.237088347413291056e-15 2.771126504223986843e-15 1.738823200221973663e-16 5.216469600665920618e-17 2.186760593252204463e-15 6.560281779756610036e-16 2.291685217700308314e-14 6.875055653100923995e-15
2.453475000000000000e+06 1.135116292095705621e-14 3.405348876287116706e-15 9.291731123438945847e-15 2.787519337031684149e-15 1.760964306569836689e-16 5.282892919709511052e-17 2.192754423165334336e-15 6.578263269496002614e-16 2.301174489821832233e-14 6.903523469465495437e-15
2.453476000000000000e+06 1.135257342647026630e-14 3.405772027941079497e-15 9.294137507618942127e-15 2.788241252285682954e-15 1.762034063489875598e-16 5.286102190469626053e-17 2.193026861284302861e-15 6.579080583852907991e-16 2.301594120172250107e-14 6.904782360516750163e-15
2.453477000000000000e+06 1.133403502396596031e-14 3.400210507189787936e-15 9.262478665905830864e-15 2.778743599771749417e-15 1.749841631939506836e-16 5.249524895818520138e-17 2.189609361585959700e-15 6.568828084757877327e-16 2.296110721465170311e-14 6.888332164395510145e-15
2.453478000000000000e+06 1.131158531147617936e-14 3.393475593442853730e-15 9.223873579848979564e-15 2.767162073954694027e-15 1.737176299479457790e-16 5.211528898438373987e-17 2.185640426220982812e-15 6.556921278662946660e-16 2.289481694749409153e-14 6.868445084248225725e-15
2.453479000000000000e+06 1.118774917302246589e-14 3.356324751906739926e-15 9.012757515901900529e-15 2.703827254770570159e-15 1.652373107794133987e-16 4.957119323382402576e-17 2.162538537453968881e-15 6.487615612361905261e-16 2.252828253715774959e-14 6.758484761147324876e-15
2.453480000000000000e+06 1.105532652790493015e-14 3.316597958371479359e-15 8.786826827278106264e-15 2.636048048183431879e-15 1.562498838682034318e-16 4.687496516046104187e-17 2.137899320861787166e-15 6.413697962585363075e-16 2.213630255991302723e-14 6.640890767973908169e-15
2.453481000000000000e+06 1.090827524804728595e-14 3.272482574414186181e-15 8.535974814507847491e-15 2.560792444352353774e-15 1.462126993346464569e-16 4.386380980039393091e-17 2.110491450366845801e-15 6.331474351100535036e-16 2.170095421225662356e-14 6.510286263676987383e-15
2.453482000000000000e+06 1.087326040809583673e-14 3.261978122428750624e-15 8.476473828386678042e-15 2.542942148516002624e-15 1.434945872875096192e-16 4.304837618625289068e-17 2.103695884792730936e-15 6.311087654378191232e-16 2.159692470856275286e-14 6.479077412568824596e-15
2.453483000000000000e+06 1.089264281755797429e-14 3.267792845267391973e-15 8.509321957782081705e-15 2.552796587334624590e-15 1.451226487824552619e-16 4.353679463473658104e-17 2.107558609285761913e-15 6.322675827857286329e-16 2.165464603340827283e-14 6.496393810022481691e-15
2.453484000000000000e+06 1.101448358954352485e-14 3.304345076863057376e-15 8.717171523708376078e-15 2.615151457112512745e-15 1.534390793677407566e-16 4.603172381032223068e-17 2.130267870324429491e-15 6.390803610973287487e-16 2.201536206294406920e-14 6.604608618883220761e-15
2.453485000000000000e+06 1.121915795601654454e-14 3.365747386804963440e-15 9.066130368858296199e-15 2.719839110657488544e-15 1.676848220297187616e-16 5.030544660891564326e-17 2.168641674554410504e-15 6.505925023663231119e-16 2.262161482145896857e-14 6.786484446437690888e-15
2.453486000000000000e+06 1.126368267430883592e-14 3.379104802292650225e-15 9.142497404333845059e-15 2.742749221300153202e-15 1.701267114186087544e-16 5.103801342558262263e-17 2.176451091605928219e-15 6.529353274817786628e-16 2.275275788166721626e-14 6.825827364500165508e-15
2.453487000000000000e+06 1.121967863087522182e-14 3.365903589262566782e-15 9.066832047681233574e-15 2.720049614304369993e-15 1.676249321735051635e-16 5.028747965205153424e-17 2.168662096650104964e-15 6.505986289950315484e-16 2.262279770738006547e-14 6.786839312214019167e-15
2.453488000000000000e+06 1.123660924912191214e-14 3.370982774736573405e-15 9.095908478059801535e-15 2.728772543417939751e-15 1.688521122583940044e-16 5.065563367751818776e-17 2.171874392419991682e-15 6.515623177259977609e-16 2.267324423186009381e-14 6.801973269558030195e-15
2.453489000000000000e+06 1.133946885852203423e-14 3.401840657556610586e-15 9.271719760828531891e-15 2.781515928248559015e-15 1.753713397722482720e-16 5.261140193167449146e-17 2.190635515295478555e-15 6.571906545886434679e-16 2.297719547441829194e-14 6.893158642325487424e-15
2.453490000000000000e+06 1.132405914293447008e-14 3.397217742880340630e-15 9.245059111435283265e-15 2.773517733430585847e-15 1.747030836753497186e-16 5.241092510260491066e-17 2.188075394928390254e-15 6.564226184785170170e-16 2.293189673297349517e-14 6.879569019892049181e-15
2.453491000000000000e+06 1.149028957942180762e-14 3.447086873826541735e-15 9.528630017395468810e-15 2.858589005218640643e-15 1.862125271185160723e-16 5.586375813555480936e-17 2.219193304115181534e-15 6.657579912345543615e-16 2.342432542805097258e-14 7.027297628415291302e-15
2.453492000000000000e+06 1.169838739159569999e-14 3.509516217478709602e-15 9.883582852182795323e-15 2.965074855654839149e-15 2.002339654045433069e-16 6.007018962136299699e-17 2.257812249200847901e-15 6.773436747602544293e-16 2.404001645838388704e-14 7.212004937515165795e-15
2.453493000000000000e+06 1.187715354284568189e-14 3.563146062853704567e-15 1.018842249077398175e-14 3.056526747232194131e-15 2.122274280873246134e-16 6.366822842619737910e-17 2.290997103903937806e-15 6.872991311711814601e-16 2.456880056561092572e-14 7.370640169683278031e-15
2.453494000000000000e+06 1.191888270528197165e-14 3.575664811584591338e-15 1.025987368914196480e-14 3.077962106742588652e-15 2.152513944965244341e-16 6.457541834895733270e-17 2.298897877293116426e-15 6.896693631879348687e-16 2.469290566621357409e-14 7.407871699864071279e-15
2.453495000000000000e+06 1.186680082996657056e-14 3.560040248989971799e-15 1.017110465023272097e-14 3.051331395069816527e-15 2.115180466617767548e-16 6.345541399853303137e-17 2.289052142562953466e-15 6.867156427688862371e-16 2.453847566942402771e-14 7.361542700827207052e-15
2.453496000000000000e+06 1.206228108188125719e-14 3.618684324564376684e-15 1.050421259797245854e-14 3.151263779391736929e-15 2.253509104478402184e-16 6.760527313435206060e-17 2.325869895328600094e-15 6.977609685985801661e-16 2.511771448563015318e-14 7.535314345689046900e-15
2.453497000000000000e+06 1.199980306730902516e-14 3.599940920192707390e-15 1.039515127031726159e-14 3.118545381095178556e-15 2.215300162661038505e-16 6.645900487983114775e-17 2.314750210335877997e-15 6.944250631007630639e-16 2.493123456422826862e-14 7.479370369268481218e-15
2.453498000000000000e+06 1.214623011993530328e-14 3.643869035980591143e-15 1.064788741908430054e-14 3.194366225725290319e-15 2.305630317323050115e-16 6.916890951969149607e-17 2.341104492104447490e-15 7.023313476313342666e-16 2.536578506285635968e-14 7.609735518856907903e-15
2.453499000000000000e+06 1.210355410746292795e-14 3.631066232238877911e-15 1.057507176763444257e-14 3.172521530290332218e-15 2.276737563246630951e-16 6.830212689739893594e-17 2.333170467870405221e-15 6.999511403611213493e-16 2.523947009929243503e-14 7.571841029787729563e-15
2.453500000000000000e+06 1.219505096857435228e-14 3.658515290572305369e-15 1.073038760690499106e-14 3.219116282071497081e-15 2.345489962263103772e-16 7.036469886789310824e-17 2.350720749369018096e-15 7.052162248107051723e-16 2.551070832107467019e-14 7.653212496322401372e-15
2.453501000000000000e+06 1.234370986626750343e-14 3.703112959880249925e-15 1.098438002296640377e-14 3.295314006889921368e-15 2.446490536175741312e-16 7.339471608527223195e-17 2.378412510054531853e-15 7.135237530163594770e-16 2.595115145290601703e-14 7.785345435871803532e-15
2.453502000000000000e+06 1.232089481169332271e-14 3.696268443507995709e-15 1.094525497177413793e-14 3.283576491532241063e-15 2.429212839907709256e-16 7.287638519723127274e-17 2.373979206489198322e-15 7.121937619467596741e-16 2.588305027394742915e-14 7.764915082184228113e-15
2.453503000000000000e+06 1.221221919841444048e-14 3.663665759524331670e-15 1.075989598096151525e-14 3.227968794288455047e-15 2.354464969210545867e-16 7.063394907631639819e-17 2.353753999526471358e-15 7.061261998579413286e-16 2.556131567582348340e-14 7.668394702747044703e-15
2.453504000000000000e+06 1.205263293434934106e-14 3.615789880304802001e-15 1.048712643287855456e-14 3.146137929863566761e-15 2.242769198610832021e-16 6.728307595832494831e-17 2.323839293618071927e-15 6.971517880854216372e-16 2.508787558070705064e-14 7.526362674212115508e-15
2.453505000000000000e+06 1.221359430991144459e-14 3.664078292973433377e-15 1.076247422570560133e-14 3.228742267711681424e-15 2.355930098789373613e-16 7.067790296368119112e-17 2.354038780075213263e-15 7.062116340225641564e-16 2.556570032557120039e-14 7.669710097671360432e-15
2.453506000000000000e+06 1.187476565184990197e-14 3.562429695554970591e-15 1.018482306166789013e-14 3.055446918500366882e-15 2.124574350160866965e-16 6.373723050482600896e-17 2.290860046551751628e-15 6.872580139655253899e-16 2.456290619508562897e-14 7.368871858525689008e-15
2.453507000000000000e+06 1.168298968110695980e-14 3.504896904332088020e-15 9.857353338447747469e-15 2.957206001534323925e-15 1.998617888016543713e-16 5.995853664049632619e-17 2.255523858785201648e-15 6.766571576355606718e-16 2.399572866714156188e-14 7.198718600142468881e-15
2.453508000000000000e+06 1.128965065437689990e-14 3.386895196313069971e-15 9.186087874646896126e-15 2.755826362394068522e-15 1.729008357067608048e-16 5.187025071202823527e-17 2.182111290835060581e-15 6.546333872505181348e-16 2.283075065556561677e-14 6.849225196669685190e-15
2.453509000000000000e+06 1.123489444372504597e-14 3.370468333117513635e-15 9.093264333752836723e-15 2.727979300125851254e-15 1.683384658918048082e-16 5.050153976754144615e-17 2.171230971181617202e-15 6.513692913544852197e-16 2.266772821455130456e-14 6.800318464365391684e-15
2.453510000000000000e+06 1.118726073749364074e-14 3.356178221248092300e-15 9.012069595324333653e-15 2.703620878597300569e-15 1.650060354568588754e-16 4.950181063705765646e-17 2.162285680117373694e-15 6.486857040352121476e-16 2.252662204839221354e-14 6.757986614517661854e-15
2.453511000000000000e+06 1.126567835982178131e-14 3.379703507946533762e-15 9.145797332172442587e-15 2.743739199651732539e-15 1.703869045304883883e-16 5.111607135914651527e-17 2.176927727194717999e-15 6.530783181584153207e-16 2.275879032371943097e-14 6.827637097115828661e-15
2.453512000000000000e+06 1.139909327046780222e-14 3.419727981140340666e-15 9.373375237172754211e-15 2.812012571151827289e-15 1.795444244468598758e-16 5.386332733405796891e-17 2.201833023239207213e-15 6.605499069717621441e-16 2.315384595532662359e-14 6.946153786597988025e-15
2.453513000000000000e+06 1.128704746601471408e-14 3.386114239804413908e-15 9.182068834481340462e-15 2.754620650344402533e-15 1.721294135676283557e-16 5.163882407028850548e-17 2.181139928796775105e-15 6.543419786390324525e-16 2.282238564286046059e-14 6.846715692858136284e-15
2.453514000000000000e+06 1.126568624397660457e-14 3.379705873192980977e-15 9.145942497161204371e-15 2.743782749148361232e-15 1.702283022624030255e-16 5.106849067872090765e-17 2.176795921566926383e-15 6.530387764700778755e-16 2.275865296496713704e-14 6.827595889490140956e-15
2.453515000000000000e+06 1.124238065885189357e-14 3.372714197655568070e-15 9.105996341922698498e-15 2.731798902576809944e-15 1.689163512126208691e-16 5.067490536378624840e-17 2.172680770130110669e-15 6.518042310390332403e-16 2.268997412211732538e-14 6.806992236635196825e-15
2.453516000000000000e+06 1.117121270117795614e-14 3.351363810353386212e-15 8.984514437123278013e-15 2.695354331136983167e-15 1.641623296926654502e-16 4.924869890779964244e-17 2.159500871347116791e-15 6.478502614041348599e-16 2.247939033934101258e-14 6.743817101802303142e-15
2.453517000000000000e+06 1.118557910109010793e-14 3.355673730327032222e-15 9.008851712892365740e-15 2.702655513867709722e-15 1.650969373780444902e-16 4.952908121341333349e-17 2.162155951234694277e-15 6.486467853704084409e-16 2.252168370259520850e-14 6.756505110778563811e-15
2.453518000000000000e+06 1.151766515715332614e-14 3.455299547145997132e-15 9.575362532839314508e-15 2.872608759851793721e-15 1.878630369694789915e-16 5.635891109084370484e-17 2.224114570371993405e-15 6.672343711115980017e-16 2.350500529733410982e-14 7.051501589200233891e-15
2.453519000000000000e+06 1.163664198872672341e-14 3.490992596618017101e-15 9.778432089435208958e-15 2.933529626830562608e-15 1.960105405083167291e-16 5.880316215249503599e-17 2.246313748246554814e-15 6.738941244739663850e-16 2.385739836691680203e-14 7.157219510075039664e-15
2.453520000000000000e+06 1.159513460527037448e-14 3.478540381581111791e-15 9.707784843960659250e-15 2.912335453188197460e-15 1.929453314945579612e-16 5.788359944836738835e-17 2.238388466334016597e-15 6.715165399002049989e-16 2.373425324705960900e-14 7.120275974117882069e-15
2.453521000000000000e+06 1.165943577422120729e-14 3.497830732266362029e-15 9.817461318453105831e-15 2.945238395535931986e-15 1.973478127678103557e-16 5.920434383034311656e-17 2.250384173949089494e-15 6.751152521847267891e-16 2.392462907939121728e-14 7.177388723817364870e-15
2.453522000000000000e+06 1.181108640547236977e-14 3.543325921641711719e-15 1.007566038176715734e-14 3.022698114530146886e-15 2.083965895513607189e-16 6.251897686540820580e-17 2.279219372693676102e-15 6.837658118081030475e-16 2.437436274948456442e-14 7.312308824845369957e-15
2.453523000000000000e+06 1.186466325861035920e-14 3.559398977583108075e-15 1.016730489082128474e-14 3.050191467246386052e-15 2.113974959613448747e-16 6.341924878840345256e-17 2.288647428392695012e-15 6.865942285178083655e-16 2.453201307378568301e-14 7.359603922135703641e-15
2.453524000000000000e+06 1.190048092286397400e-14 3.570144276859192200e-15 1.022868141215397694e-14 3.068604423646192609e-15 2.137255298037111579e-16 6.411765894111333503e-17 2.295249559062055875e-15 6.885748677186169005e-16 2.463813742388371736e-14 7.391441227165114577e-15
2.453525000000000000e+06 1.194380239949911050e-14 3.583140719849732993e-15 1.030229141146244730e-14 3.090687423438734032e-15 2.168830633779315615e-16 6.506491901337947339e-17 2.303467265304389510e-15 6.910401795913167543e-16 2.476644413964387764e-14 7.429933241893162661e-15
2.453526000000000000e+06 1.184433326764321723e-14 3.553299980292964380e-15 1.013169806384084748e-14 3.039509419152254245e-15 2.111612724074234812e-16 6.334838172222704437e-17 2.285813451693282569e-15 6.857440355079847508e-16 2.447300605558476798e-14 7.341901816675431024e-15
2.453527000000000000e+06 1.192875425815412351e-14 3.578626277446236579e-15 1.027653465186933580e-14 3.082960395560800266e-15 2.162035549413309537e-16 6.486106648239929845e-17 2.300963847514991432e-15 6.902891542544973311e-16 2.472245631247978315e-14 7.416736893743934313e-15
2.453528000000000000e+06 1.173828106336073453e-14 3.521484319008220200e-15 9.951658506666601140e-15 2.985497551999980263e-15 2.031291998676732723e-16 6.093875996030199156e-17 2.265402961099339154e-15 6.796208883298017264e-16 2.415847173099434691e-14 7.247541519298303442e-15
2.453529000000000000e+06 1.174535477389635181e-14 3.523606432168905937e-15 9.963975988636860759e-15 2.989192796591057754e-15 2.032632191175204703e-16 6.097896573525613862e-17 2.266435776788902020e-15 6.799307330366706060e-16 2.417902975843963511e-14 7.253708927531891164e-15
2.453530000000000000e+06 1.185634151637803845e-14 3.556902454913411694e-15 1.015312051004947371e-14 3.045936153014842824e-15 2.111524598985136760e-16 6.334573796955409540e-17 2.287381928140423072e-15 6.862145784421270399e-16 2.450799641446645523e-14 7.352398924339935937e-15
2.453531000000000000e+06 1.189510749560712608e-14 3.568532248682137665e-15 1.021932468525715181e-14 3.065797405577145542e-15 2.135673851361326810e-16 6.407021554083979198e-17 2.294423507438512313e-15 6.883270522315535163e-16 2.462242307343892009e-14 7.386726922031676343e-15
2.453532000000000000e+06 1.193186465738255926e-14 3.579559397214767461e-15 1.028208767783167166e-14 3.084626303349501499e-15 2.160666827671479026e-16 6.482000483014437818e-17 2.301258475866626542e-15 6.903775427599878836e-16 2.473127749384800775e-14 7.419383248154400433e-15
