# t_obs[JD] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2452990.000000 161.438548 1.889629 7452.364831 292.167324
2452991.000000 168.375279 1.460238 9440.178188 1399.038935
2452992.000000 175.713165 1.629911 10659.369415 1055.225365
2452993.000000 179.932765 0.811146 11063.489418 1427.686440
2452994.000000 184.027828 0.784819 10752.198783 784.104108
2452995.000000 186.385770 0.614356 11002.672158 999.591975
2452996.000000 187.957121 0.638881 10860.727843 884.831461
2452997.000000 190.083955 0.655084 11210.149941 1038.056678
2452998.000000 188.673333 0.628743 10482.990749 471.027924
2452999.000000 188.911980 0.768771 11292.996285 1380.647165
2453000.000000 187.380005 0.741336 10674.238586 1697.786013
2453001.000000 182.521002 1.137875 9341.361765 176.092564
2453002.000000 177.896173 1.620914 8891.814869 114.747786
2453003.000000 172.221993 0.835915 8946.884256 247.511702
2453004.000000 166.982277 1.977605 8462.694383 173.157633
2453005.000000 163.198860 0.782389 10530.770545 3434.718524
2453006.000000 160.955010 0.810358 10120.141923 1554.690928
2453007.000000 157.958202 0.503972 7869.427982 455.357822
2453008.000000 154.859136 0.577569 6933.812432 187.414461
2453009.000000 153.167405 0.628858 7782.622247 1055.590930
2453010.000000 153.729119 0.591947 10974.753599 1516.668516
2453011.000000 151.176822 0.500833 7166.620922 354.921072
2453012.000000 151.687001 1.679552 8629.518364 8104.896165
2453013.000000 149.229662 0.762003 6731.019839 1996.762799
2453014.000000 148.772369 0.934417 7211.157092 3784.063458
2453015.000000 149.701831 0.715741 6988.334841 906.995239
2453016.000000 152.105603 0.665466 7822.448501 341.509162
2453017.000000 156.231605 1.462433 8681.146967 409.231043
2453018.000000 162.234874 1.698309 9904.543140 730.657151
2453019.000000 168.118632 1.274076 9276.799666 344.946725
2453020.000000 170.151279 0.515265 8991.163601 411.656572
2453021.000000 170.710696 0.713900 8655.964162 218.856115
2453022.000000 171.359365 1.446150 9628.841413 4148.170580
2453023.000000 171.970207 0.883703 9117.791203 1323.515565
2453024.000000 175.197581 1.308950 10336.159729 1666.957324
2453025.000000 178.086408 1.158378 12358.062141 4644.587574
2453026.000000 178.082753 1.522662 9872.458677 753.860729
2453027.000000 178.155929 0.800985 8742.006680 389.132237
2453028.000000 175.623958 0.748954 7944.365527 107.068217
2453029.000000 171.928521 1.169376 7594.756369 153.922259
2453030.000000 166.649750 1.246836 7431.870315 1063.685262
2453031.000000 162.983890 0.947339 7050.500179 374.791698
2453032.000000 158.333745 0.981797 6307.133268 235.169826
2453033.000000 151.984190 1.536434 5414.885169 293.478196
2453034.000000 147.836834 0.456942 4841.267001 65.450151
2453035.000000 148.004004 0.531575 5903.201051 471.004020
2453036.000000 149.210466 0.576667 5287.836892 462.424529
2453037.000000 151.623629 0.634778 5531.677205 290.577371
2453038.000000 153.095357 0.793035 6059.202995 535.093982
2453039.000000 154.437409 0.448323 5898.588901 528.155231
2453040.000000 154.006009 0.589188 6233.155093 900.287965
2453041.000000 154.582776 0.528082 6034.496955 369.115162
2453042.000000 155.772130 0.490430 6051.366473 256.018900
2453043.000000 160.077279 1.080471 6845.016244 368.824657
2453044.000000 164.732183 1.201468 8374.821740 1526.075501
2453045.000000 167.822514 0.806498 8332.337506 1220.253717
2453046.000000 169.116213 0.639103 7585.020002 205.013697
2453047.000000 170.967294 0.536634 7646.908780 178.142299
2453048.000000 170.015450 0.535213 7505.036146 107.321519
2453049.000000 170.369087 0.559985 7427.808590 321.437988
2453050.000000 168.411067 0.496835 6728.842979 129.006095
2453051.000000 167.056269 0.946331 6460.904614 255.103667
2453052.000000 163.959460 0.739620 5969.081077 145.185879
2453053.000000 162.087490 0.446367 6014.933712 291.868055
2453054.000000 163.065377 0.448069 5962.365031 165.866236
2453055.000000 161.531267 0.661638 6005.974148 94.659701
2453056.000000 159.765910 0.433723 5696.711979 172.182032
2453057.000000 158.507850 0.505365 5708.279922 189.699320
2453058.000000 157.421910 0.641113 6385.474883 566.231232
2453059.000000 156.303348 0.476295 5927.284650 310.055344
2453060.000000 156.109185 0.438457 5849.436732 322.859106
2453061.000000 156.721155 0.617192 7034.482203 1130.361742
2453062.000000 157.879278 1.578781 8675.285512 7765.630015
2453063.000000 158.616849 0.665345 6385.208986 223.694398
2453064.000000 159.173181 0.491481 6344.792501 352.398395
2453065.000000 157.749853 0.393959 5938.502527 137.583559
2453066.000000 157.487178 0.476624 5782.731865 103.970861
2453067.000000 156.071712 0.649886 5920.798939 363.657290
2453068.000000 152.986601 0.529861 5458.500717 123.794250
2453069.000000 150.844803 0.585561 6293.601391 636.950216
2453070.000000 152.057531 0.679409 7635.511122 1266.025554
2453071.000000 155.185837 0.728490 8159.890795 2248.133078
2453072.000000 156.269226 0.457347 6990.345197 251.407384
2453073.000000 156.304333 0.459487 6797.583629 557.138767
2453074.000000 158.217392 0.475754 6917.685006 298.816872
2453075.000000 158.193361 0.607660 7061.447050 292.704882
2453076.000000 159.540898 0.572269 7122.608992 386.719236
2453077.000000 159.326041 0.411558 6662.488535 473.823928
2453078.000000 158.277330 0.574044 6123.390144 162.939168
2453079.000000 157.889026 0.426556 5977.910900 110.252359
2453080.000000 159.580193 0.652992 6153.982438 173.658744
2453081.000000 162.887583 1.335728 6972.385531 548.958213
2453082.000000 167.258101 1.155604 8052.817157 818.414144
2453083.000000 170.859821 0.763632 9606.235831 1961.083286
2453084.000000 171.687080 0.757351 9255.711027 1109.452052
2453085.000000 170.511148 0.578830 8099.993661 553.782504
2453086.000000 169.553626 0.745034 7355.557280 560.255073
2453087.000000 170.375591 0.748203 7452.974896 549.446621
2453088.000000 170.142641 0.594418 7289.034944 611.281304
2453089.000000 170.677731 0.978028 8073.414629 1080.972112
2453090.000000 172.760786 0.586360 8990.287645 1669.937092
2453091.000000 173.826393 0.527134 7759.707271 231.328507
2453092.000000 175.633494 0.552633 8500.635432 376.291787
2453093.000000 175.699455 0.495738 8884.382441 576.113163
2453094.000000 174.562310 1.029231 8571.104696 707.427374
2453095.000000 170.746744 0.941623 8763.863587 1010.740518
2453096.000000 167.333272 1.056618 9202.979224 1107.844971
2453097.000000 164.340553 1.093166 7634.551689 495.495465
2453098.000000 161.471392 0.583003 6792.860807 215.769713
2453099.000000 161.510058 0.634694 6529.062891 132.283581
2453100.000000 162.922648 0.401845 6734.930748 619.132769
2453101.000000 163.510975 0.679772 7460.597049 2657.480094
2453102.000000 162.628549 1.108309 7356.593337 3479.156134
2453103.000000 159.698141 0.716298 5955.116315 159.437729
2453104.000000 155.646144 1.201005 6278.756257 1633.895761
2453105.000000 152.929392 0.634268 5312.728423 736.120945
2453106.000000 150.962263 0.497199 5092.336109 114.829645
2453107.000000 153.279803 1.169422 5537.959687 2172.912098
2453108.000000 153.953597 0.396412 5380.595654 318.967139
2453109.000000 156.223832 0.732768 5537.508332 80.367424
2453110.000000 158.599416 0.897138 6027.839662 333.852192
2453111.000000 159.891824 0.392403 6005.837687 565.099348
2453112.000000 160.878436 0.415753 5902.136403 143.640681
2453113.000000 161.529063 0.363794 5925.311785 244.328539
2453114.000000 163.289933 0.724426 6380.121414 454.565828
2453115.000000 165.961167 0.758651 6817.160322 621.369860
2453116.000000 166.360004 0.436319 6593.698617 224.944696
2453117.000000 161.114567 13.873385 5667.789345 2235.224035
2453118.000000 158.998959 18.503710 5244.234663 2997.654935
2453119.000000 nan nan nan nan
2453120.000000 nan nan nan nan
2453121.000000 nan nan nan nan
2453122.000000 158.029124 0.247675 5507.436036 27.883607
2453123.000000 155.708861 0.978662 5635.792830 800.727501
2453124.000000 152.737865 0.711896 5060.102838 105.377812
2453125.000000 149.942815 0.388401 4857.295713 133.243063
2453126.000000 150.524780 0.393918 4903.820238 208.908366
2453127.000000 151.831406 0.543588 5765.572397 1201.350909
2453128.000000 152.383024 0.740903 7056.456271 1656.716896
2453129.000000 150.340485 0.407423 5301.291641 378.982017
2453130.000000 149.176426 0.378941 4797.144338 143.974350
2453131.000000 149.187396 0.395312 4914.767964 108.841019
2453132.000000 149.328249 0.311901 5008.474159 98.041147
2453133.000000 148.372655 0.580696 4810.066742 347.894093
2453134.000000 148.660311 0.446042 4760.739218 94.184890
2453135.000000 150.059172 0.798344 5231.064020 192.985225
2453136.000000 153.082528 0.539946 5082.776097 140.559413
2453137.000000 152.497748 0.356480 4915.328317 65.474875
2453138.000000 153.603747 0.458460 5313.942947 442.075708
2453139.000000 154.630245 0.533802 6085.563968 924.018717
2453140.000000 156.026972 0.556099 5930.306778 198.215993
2453141.000000 157.813940 0.675508 6345.224285 305.901996
2453142.000000 159.908136 0.647825 6469.023241 178.814977
2453143.000000 159.757088 0.612070 6845.100125 515.303804
2453144.000000 160.756032 0.555384 6879.682476 861.264563
2453145.000000 160.551822 0.493208 6660.722181 576.343087
2453146.000000 160.930985 0.571504 7117.764476 819.245988
2453147.000000 160.346590 0.513889 7070.758971 1618.433190
2453148.000000 157.906065 0.900967 7027.070768 1248.678135
2453149.000000 154.828029 0.599238 6678.159347 619.589116
2453150.000000 153.217970 0.429270 6416.311203 705.912996
2453151.000000 152.821693 0.425435 5823.751013 145.931890
2453152.000000 151.676310 0.513654 5997.903175 443.443800
2453153.000000 152.335358 0.576762 5964.809951 267.497694
2453154.000000 152.992748 0.615272 6823.220356 581.970247
2453155.000000 152.644411 0.767112 6389.841771 253.645972
2453156.000000 152.784251 0.433792 6189.076195 321.920763
2453157.000000 151.773392 0.735879 7101.895012 1866.577496
2453158.000000 149.038812 0.655126 5472.692316 267.465551
2453159.000000 147.965232 0.396028 4999.773705 154.066466
2453160.000000 148.523980 0.438581 4781.140511 101.429196
2453161.000000 148.677724 0.321739 4748.493808 91.498030
2453162.000000 149.107569 0.439340 4702.261120 125.005870
2453163.000000 150.216178 0.488541 4772.544612 173.743019
2453164.000000 150.251355 0.393562 5098.261994 961.248430
2453165.000000 149.141765 0.558988 4601.522190 147.238363
2453166.000000 148.425808 0.419247 4455.874739 135.453084
2453167.000000 148.126648 0.391536 4599.889130 250.748194
2453168.000000 146.606996 0.423401 4323.504400 125.819339
2453169.000000 146.781240 0.432719 5184.914378 459.330824
2453170.000000 148.604598 0.452261 7423.683655 2058.287735
2453171.000000 150.724538 0.718966 6896.326160 361.243374
2453172.000000 152.825559 0.573467 6938.265258 282.916396
2453173.000000 153.524924 0.539323 6603.405272 801.149449
2453174.000000 154.264455 0.504195 6239.086428 243.678800
2453175.000000 152.801684 0.611422 6209.941829 309.184239
2453176.000000 152.528652 0.516975 6439.242185 530.326747
2453177.000000 152.764537 0.367762 6618.913169 398.843472
2453178.000000 153.863075 0.583742 6540.402609 289.040868
2453179.000000 156.117814 1.232758 7061.080743 481.632024
2453180.000000 158.363246 0.690924 7150.514267 671.549659
2453181.000000 159.086675 0.408415 7104.047082 540.058087
2453182.000000 158.183705 0.517685 6871.833600 279.350025
2453183.000000 158.158710 0.681969 7732.348067 1544.008023
2453184.000000 156.303949 0.478274 7472.278296 887.592928
2453185.000000 153.582340 1.025184 6646.182399 752.419899
2453186.000000 148.181126 1.078156 4799.548324 417.726723
2453187.000000 143.538686 0.779875 4185.944359 310.572212
2453188.000000 142.927535 0.363321 3931.099479 67.015800
2453189.000000 142.327698 0.370329 3814.600055 48.232032
2453190.000000 141.480869 0.293599 3753.940913 21.111942
2453191.000000 141.395178 0.360879 3842.091741 175.072746
2453192.000000 140.029163 0.493715 3705.611194 71.746749
2453193.000000 139.435202 0.368284 3813.873331 135.272912
2453194.000000 139.908063 0.449279 3813.354094 153.275891
2453195.000000 141.152076 0.612006 4133.253352 241.215063
2453196.000000 143.442534 0.586077 4902.398097 241.477392
2453197.000000 146.122923 1.392309 5858.757051 802.717445
2453198.000000 152.643815 1.839361 9229.179922 1521.579515
2453199.000000 159.942646 1.017959 11896.416578 4016.150517
2453200.000000 164.900002 1.251399 12865.042442 5503.046823
2453201.000000 167.554976 0.848733 11277.637972 2827.040515
2453202.000000 171.126237 1.622757 15076.492064 8807.718232
2453203.000000 174.147188 2.983745 19330.620022 14131.787881
2453204.000000 170.842695 1.291728 13259.521158 4407.017066
2453205.000000 171.936410 0.873171 11530.444886 1978.137744
2453206.000000 172.031263 0.782424 12273.776484 1054.140439
2453207.000000 171.994266 2.070635 13736.967995 6488.379187
2453208.000000 168.633285 1.161289 10785.923105 1203.346496
2453209.000000 169.608538 2.386038 14752.301969 8120.331672
2453210.000000 166.605760 1.608127 12168.363433 3029.467531
2453211.000000 161.821344 1.475314 9994.008503 2119.011842
2453212.000000 160.903118 2.341209 13469.934140 5884.558983
2453213.000000 168.700348 12.060557 10065.294152 1883.015204
2453214.000000 152.740053 1.989804 9611.124909 2632.283812
2453215.000000 147.595651 0.974698 9500.080077 2608.660302
2453216.000000 146.356114 0.870644 8377.613366 2675.093325
2453217.000000 144.016608 0.591667 6130.061481 445.800613
2453218.000000 141.923218 0.647497 8673.143663 4205.139837
2453219.000000 140.225707 0.373560 4392.521879 256.116459
2453220.000000 141.433624 0.548285 4319.771322 391.092051
2453221.000000 143.219516 0.587375 4644.896965 455.691424
2453222.000000 144.309325 0.368218 4493.264189 88.873738
2453223.000000 146.281938 0.785698 5005.836164 283.461643
2453224.000000 149.445063 0.599504 5269.852493 108.440609
2453225.000000 151.638295 0.545723 5581.082846 102.991484
2453226.000000 154.886358 0.941076 6785.410537 969.826037
2453227.000000 157.425929 0.516454 8068.953713 894.246553
2453228.000000 160.192940 0.637034 7966.334534 572.294061
2453229.000000 163.280831 0.939845 9615.607377 1244.065934
2453230.000000 166.372492 0.862129 11529.823907 2520.118999
2453231.000000 167.907205 1.054261 12387.651005 4100.142248
2453232.000000 169.007621 1.169490 17836.239520 5906.986621
2453233.000000 165.474516 1.201661 13018.806042 4867.152941
2453234.000000 164.271988 0.709593 11837.538112 3042.711008
2453235.000000 165.385578 0.807180 13944.200872 3560.608797
2453236.000000 165.460100 1.097530 15599.183864 10254.477909
2453237.000000 163.995885 0.738284 13005.404171 3636.002722
2453238.000000 161.247339 0.530995 8317.424023 622.870057
2453239.000000 158.593223 0.636179 7222.998798 315.852611
2453240.000000 156.115886 0.800075 6716.436774 176.083103
2453241.000000 155.647615 0.369355 6342.432667 229.874705
2453242.000000 155.652681 0.462869 6462.317908 250.351068
2453243.000000 155.643820 0.528143 6331.912672 221.142260
2453244.000000 153.789245 0.699253 6271.163096 398.986013
2453245.000000 151.056750 0.831599 5458.067940 298.317462
2453246.000000 147.591220 0.463319 4695.094841 118.206900
2453247.000000 147.086894 0.383960 4488.710887 114.820609
2453248.000000 147.922787 0.439613 5407.030600 605.091451
2453249.000000 150.309804 0.997760 6451.144000 1566.756899
2453250.000000 152.630897 0.722725 6290.070255 102.871477
2453251.000000 154.700698 0.679047 6485.362657 297.566293
2453252.000000 154.880247 0.467607 5954.810513 92.325329
2453253.000000 154.718599 0.807717 5989.525068 78.772117
2453254.000000 156.333143 0.654268 6278.684872 140.025713
2453255.000000 157.361305 0.659326 6735.259239 425.261811
2453256.000000 159.656878 1.763575 8879.798815 1375.965413
2453257.000000 163.953452 0.638299 9111.579457 526.256157
2453258.000000 163.838110 0.512901 10069.813577 939.558624
2453259.000000 163.051679 0.540593 9571.792801 972.106266
2453260.000000 161.957782 0.413528 8573.344891 519.732225
2453261.000000 162.423536 1.825971 12167.872486 10198.418690
2453262.000000 163.798749 4.906537 8297.946047 794.323696
2453263.000000 167.908324 3.696211 10629.933675 3561.134452
2453264.000000 159.413503 0.983283 8367.031301 522.191584
2453265.000000 156.205266 0.997741 7077.547857 477.073188
2453266.000000 154.256002 0.462146 6359.093736 152.464257
2453267.000000 152.626464 0.408391 6225.290150 251.910158
