# t_obs[JD] heliocentric_dist[km] firstOrderFlux[counts/s] firstOrderFluxUnc[counts/s] centralOrderFlux[counts/s] centralOrderFluxUnc[counts/s]
2453430.000000 146603000.000000 130.130000 0.356956 3040.790000 20.655200
2453431.000000 146646000.000000 128.505000 0.474166 2992.010000 39.753800
2453432.000000 146667000.000000 128.605000 0.533914 3025.790000 92.462200
2453433.000000 146709000.000000 131.185000 0.922766 3523.510000 263.454000
2453434.000000 146731000.000000 133.050000 0.382706 3571.260000 54.904200
2453435.000000 146775000.000000 133.860000 0.372869 3741.590000 164.575000
2453436.000000 146796000.000000 135.585000 0.600892 3966.080000 91.566500
2453437.000000 146841000.000000 138.750000 0.818264 4284.190000 148.478000
2453438.000000 146864000.000000 142.370000 0.889111 4993.670000 410.628000
2453439.000000 146906000.000000 146.310000 0.854784 5895.190000 462.843000
2453440.000000 146931000.000000 148.780000 0.640821 5809.450000 425.902000
2453441.000000 146976000.000000 150.005000 0.542162 5869.100000 321.942000
2453442.000000 147013000.000000 151.860000 0.614826 6166.490000 348.027000
2453443.000000 147056000.000000 152.575000 0.483725 6117.880000 400.060000
2453444.000000 147101000.000000 153.225000 0.804398 6392.160000 496.378000
2453445.000000 147145000.000000 153.340000 0.428110 5904.160000 171.040000
2453446.000000 147172000.000000 152.380000 0.543154 5885.110000 210.236000
2453447.000000 147211000.000000 149.885000 0.760178 5761.700000 254.550000
2453448.000000 147253000.000000 147.570000 0.906497 5771.150000 386.387000
2453449.000000 147300000.000000 144.630000 0.485520 5299.450000 381.119000
2453450.000000 147327000.000000 143.395000 0.405727 4675.580000 562.753000
2453451.000000 147381000.000000 142.790000 0.421666 4570.390000 326.623000
2453452.000000 147426000.000000 141.945000 0.547085 4374.570000 75.415900
2453453.000000 147455000.000000 141.375000 0.450484 4447.300000 262.831000
2453454.000000 147512000.000000 139.585000 0.566049 4086.500000 203.655000
2453455.000000 147561000.000000 136.045000 0.792934 3694.460000 217.290000
2453456.000000 147595000.000000 135.000000 0.450127 3417.610000 21.012200
2453457.000000 147646000.000000 134.065000 0.419568 3404.950000 30.196700
2453458.000000 147691000.000000 133.520000 0.395108 3361.750000 42.122900
2453459.000000 147745000.000000 134.380000 0.322867 3359.560000 22.337500
2453460.000000 147778000.000000 134.240000 0.313099 3300.090000 37.819400
2453461.000000 147832000.000000 133.280000 0.353267 3211.530000 17.086400
2453462.000000 147887000.000000 133.605000 0.424682 3401.850000 89.856300
2453463.000000 147920000.000000 133.965000 0.468095 3582.150000 46.058100
2453464.000000 147973000.000000 134.410000 0.589398 3694.220000 168.672000
2453465.000000 148023000.000000 136.885000 0.672912 4300.150000 126.095000
2453466.000000 148083000.000000 139.280000 0.670312 4460.980000 226.628000
2453467.000000 148110000.000000 141.375000 0.468880 4659.480000 360.262000
2453468.000000 148170000.000000 141.270000 0.424557 4467.040000 148.787000
2453469.000000 148219000.000000 141.130000 0.432596 4423.590000 72.267500
2453470.000000 148278000.000000 142.930000 0.488732 4664.210000 161.667000
2453471.000000 148307000.000000 142.635000 0.461642 4964.660000 374.785000
2453472.000000 148366000.000000 140.670000 0.364770 4903.150000 213.288000
2453473.000000 148416000.000000 140.765000 0.474458 4701.870000 422.866000
2453474.000000 148476000.000000 139.640000 0.363300 4164.140000 60.977100
2453475.000000 148504000.000000 139.880000 0.430827 4245.530000 70.886900
2453476.000000 148563000.000000 140.925000 0.396077 4237.590000 56.299700
2453477.000000 148613000.000000 140.070000 0.306489 4217.820000 145.818000
2453478.000000 148673000.000000 139.965000 0.468962 4564.950000 907.358000
2453479.000000 148701000.000000 137.925000 0.686791 3966.020000 92.018200
2453480.000000 148760000.000000 134.895000 0.752202 3822.390000 377.220000
2453481.000000 148809000.000000 132.730000 0.354973 3440.470000 179.828000
2453482.000000 148867000.000000 132.630000 0.352151 3211.180000 59.840200
2453483.000000 148896000.000000 132.235000 0.419929 3331.230000 57.818400
2453484.000000 148954000.000000 132.855000 0.464570 3740.650000 219.709000
2453485.000000 149004000.000000 133.820000 0.435707 4328.450000 174.504000
2453486.000000 149052000.000000 134.835000 0.315904 4220.830000 107.141000
2453487.000000 149089000.000000 135.225000 0.403607 4792.550000 1057.740000
2453488.000000 149142000.000000 135.005000 0.566603 4468.600000 253.024000
2453489.000000 149198000.000000 136.135000 0.442637 4609.890000 486.998000
2453490.000000 149225000.000000 137.045000 0.514776 4789.230000 468.218000
2453491.000000 149283000.000000 138.585000 0.453218 5161.710000 222.766000
2453492.000000 149331000.000000 139.665000 0.457698 5884.590000 488.170000
2453493.000000 149367000.000000 141.485000 0.889609 6944.740000 2824.380000
2453494.000000 149415000.000000 143.255000 0.579897 7652.050000 2904.590000
2453495.000000 149464000.000000 143.965000 0.350100 6140.210000 586.284000
2453496.000000 149498000.000000 145.970000 0.626702 7202.670000 986.450000
2453497.000000 149546000.000000 147.715000 1.174794 8663.760000 3308.330000
2453498.000000 149594000.000000 145.510000 0.581813 6784.920000 1177.560000
2453499.000000 149619000.000000 146.110000 0.433040 6467.050000 169.294000
2453500.000000 149674000.000000 147.075000 0.685744 7882.410000 1469.530000
2453501.000000 149723000.000000 148.940000 0.592588 8094.770000 1820.990000
2453502.000000 149746000.000000 149.020000 0.797409 8546.460000 2407.820000
2453503.000000 149793000.000000 149.680000 1.031146 8566.760000 1879.330000
2453504.000000 149819000.000000 149.110000 2.185036 11822.600000 12847.500000
2453505.000000 149870000.000000 153.955000 4.926552 8105.310000 1106.330000
2453506.000000 149913000.000000 164.300000 33.809689 7018.520000 2435.520000
2453507.000000 149941000.000000 140.525000 0.735124 6983.120000 1923.950000
2453508.000000 149986000.000000 139.380000 0.944038 5406.890000 2174.500000
2453509.000000 150008000.000000 137.295000 0.410335 4255.810000 344.125000
2453510.000000 150054000.000000 136.800000 0.388081 3984.290000 70.135900
2453511.000000 150076000.000000 136.275000 0.401866 4388.670000 402.538000
2453512.000000 150120000.000000 137.315000 0.563316 4449.520000 79.935500
2453513.000000 150141000.000000 137.685000 0.335681 4239.050000 149.800000
2453514.000000 150185000.000000 136.405000 0.379903 4140.750000 207.019000
2453515.000000 150204000.000000 135.270000 0.342756 4257.450000 159.926000
2453516.000000 150247000.000000 135.130000 0.507433 4118.260000 173.934000
2453517.000000 150268000.000000 135.860000 0.688237 5009.760000 1945.970000
2453518.000000 150291000.000000 137.600000 0.809808 5617.790000 1536.440000
2453519.000000 150323000.000000 140.330000 0.584118 5420.300000 538.652000
2453520.000000 150339000.000000 141.250000 0.363622 5009.620000 182.224000
2453521.000000 150383000.000000 142.860000 0.799160 5146.370000 146.361000
2453522.000000 150400000.000000 144.710000 0.687022 5902.460000 636.655000
2453523.000000 150417000.000000 146.195000 0.548988 6081.350000 1232.940000
2453524.000000 150450000.000000 145.740000 0.609305 5924.120000 405.029000
2453525.000000 150469000.000000 144.425000 0.809191 7119.230000 2634.470000
2453526.000000 150487000.000000 143.285000 0.486767 6649.180000 1190.830000
2453527.000000 150515000.000000 142.340000 0.441187 6372.640000 660.167000
2453528.000000 150535000.000000 140.045000 0.531353 5832.180000 420.738000
2453529.000000 150549000.000000 141.110000 0.666358 5620.270000 462.832000
2453530.000000 150580000.000000 142.175000 0.462750 6166.990000 500.213000
2453531.000000 150596000.000000 143.255000 0.456210 6260.110000 629.234000
2453532.000000 150602000.000000 142.895000 0.361185 6188.540000 323.631000
2453533.000000 150621000.000000 140.725000 0.464577 5312.370000 209.130000
2453534.000000 150646000.000000 138.835000 1.186084 6200.060000 1736.940000
2453535.000000 150661000.000000 134.375000 0.886717 4575.710000 271.873000
2453536.000000 150667000.000000 132.785000 0.635245 5355.640000 2051.940000
2453537.000000 150693000.000000 134.460000 0.654541 4719.640000 446.973000
2453538.000000 150710000.000000 135.500000 1.467682 7347.480000 6476.150000
2453539.000000 150719000.000000 136.390000 1.658885 5512.680000 639.956000
2453540.000000 150728000.000000 133.065000 0.555334 4791.850000 541.866000
2453541.000000 150733000.000000 132.260000 0.459570 4180.010000 252.727000
2453542.000000 150737000.000000 131.300000 0.334980 3949.880000 162.265000
2453543.000000 150749000.000000 131.120000 0.406703 3903.330000 185.986000
2453544.000000 150767000.000000 131.545000 0.391950 3883.940000 338.049000
2453545.000000 150778000.000000 131.325000 0.315652 3789.010000 29.668500
2453546.000000 150781000.000000 131.685000 0.298944 3660.450000 142.639000
2453547.000000 150793000.000000 132.445000 0.473764 3651.860000 239.689000
2453548.000000 150794000.000000 134.195000 0.752216 4030.390000 374.727000
2453549.000000 150797000.000000 136.370000 0.730688 4353.650000 205.203000
2453550.000000 150798000.000000 138.815000 0.537549 4296.670000 75.281400
2453551.000000 150798000.000000 141.305000 0.768074 4703.000000 207.743000
2453552.000000 150799000.000000 144.875000 0.927948 5607.220000 278.133000
2453553.000000 150799000.000000 147.485000 0.646411 6356.990000 562.380000
2453554.000000 150799000.000000 150.580000 0.548457 7449.580000 568.428000
2453555.000000 150799000.000000 153.790000 0.721012 8112.350000 762.441000
2453556.000000 150799000.000000 154.930000 0.477908 7356.940000 319.345000
2453557.000000 150798000.000000 155.125000 0.887772 7516.940000 489.752000
2453558.000000 150798000.000000 155.565000 0.447366 7557.850000 586.244000
2453559.000000 150797000.000000 155.255000 1.196745 8995.380000 4796.340000
2453560.000000 150794000.000000 152.405000 2.000819 6709.330000 580.597000
2453561.000000 150783000.000000 148.140000 0.840056 7031.360000 3260.370000
2453562.000000 150780000.000000 146.145000 0.793596 6649.130000 952.654000
2453563.000000 150754000.000000 143.275000 1.358213 7132.480000 1317.060000
2453564.000000 150750000.000000 139.755000 0.816329 9079.400000 3208.800000
2453565.000000 150738000.000000 137.265000 1.000368 11784.370000 7850.060000
2453566.000000 150734000.000000 137.505000 1.765946 14441.580000 14712.200000
2453567.000000 150732000.000000 139.005000 2.264367 6640.680000 1925.570000
2453568.000000 150717000.000000 131.445000 0.734540 4883.880000 1884.520000
2453569.000000 150688000.000000 129.505000 0.563890 3568.280000 296.483000
2453570.000000 150674000.000000 126.760000 0.732554 3177.830000 158.314000
2453571.000000 150668000.000000 125.560000 0.321452 2894.130000 21.506300
2453572.000000 150657000.000000 125.620000 0.326536 2950.920000 21.931600
2453573.000000 150624000.000000 126.490000 0.483157 3010.090000 38.469200
2453574.000000 150607000.000000 128.370000 0.546501 3193.670000 87.893100
2453575.000000 150602000.000000 131.795000 1.034688 3759.160000 149.221000
2453576.000000 150577000.000000 133.985000 0.455366 3828.150000 83.670500
2453577.000000 150554000.000000 136.930000 0.632168 4118.490000 112.367000
2453578.000000 150537000.000000 138.850000 0.550477 4538.360000 167.538000
2453579.000000 150510000.000000 141.275000 0.870974 7794.320000 5600.820000
2453580.000000 150485000.000000 145.600000 1.280845 8013.710000 7098.410000
2453581.000000 150471000.000000 147.005000 1.152950 6170.830000 745.773000
2453582.000000 150429000.000000 151.240000 2.518905 12571.170000 16404.900000
2453583.000000 150411000.000000 151.975000 1.247570 7249.090000 1828.390000
2453584.000000 150396000.000000 153.025000 0.802498 7134.390000 2499.220000
2453585.000000 150361000.000000 151.765000 0.839622 6848.410000 2841.180000
2453586.000000 150340000.000000 150.565000 0.848541 6802.250000 2880.890000
2453587.000000 150297000.000000 147.960000 0.924755 6444.770000 1579.500000
2453588.000000 150278000.000000 143.905000 1.359742 6045.570000 1104.500000
2453589.000000 150235000.000000 139.405000 0.702072 5130.590000 243.533000
2453590.000000 150214000.000000 136.160000 0.725547 5321.870000 654.193000
2453591.000000 150180000.000000 133.745000 0.927443 4497.430000 302.522000
2453592.000000 150150000.000000 131.035000 0.347935 3995.110000 79.369000
2453593.000000 150115000.000000 129.200000 0.693966 3670.410000 140.394000
2453594.000000 150084000.000000 126.925000 0.451123 3378.250000 110.616000
2453595.000000 150050000.000000 125.710000 0.398808 3320.700000 135.084000
2453596.000000 150020000.000000 124.715000 0.346371 3267.610000 137.391000
2453597.000000 149978000.000000 123.590000 0.522869 3049.690000 74.733900
2453598.000000 149952000.000000 123.105000 0.349646 3044.750000 84.098600
2453599.000000 149907000.000000 124.430000 0.427499 3116.450000 72.241900
2453600.000000 149885000.000000 127.095000 0.788192 3346.390000 120.100000
2453601.000000 149838000.000000 131.280000 0.975185 3794.420000 186.859000
2453602.000000 149817000.000000 135.975000 0.964915 4522.130000 255.868000
2453603.000000 149770000.000000 139.420000 0.586041 5044.040000 244.394000
2453604.000000 149740000.000000 140.715000 0.498395 5322.140000 285.486000
2453605.000000 149693000.000000 146.570000 4.494195 10644.980000 9152.260000
2453606.000000 149648000.000000 163.625000 3.246332 9843.160000 5720.390000
2453607.000000 149624000.000000 150.495000 2.890795 7251.480000 1263.770000
2453608.000000 149576000.000000 146.255000 0.545232 6111.530000 3247.480000
2453609.000000 149554000.000000 146.005000 0.471375 5906.130000 685.203000
2453610.000000 149503000.000000 146.640000 0.479756 5248.670000 372.718000
2453611.000000 149457000.000000 146.905000 0.537543 5129.260000 1801.960000
2453612.000000 149428000.000000 146.055000 0.488225 5141.720000 624.317000
2453613.000000 149380000.000000 143.500000 0.992422 4904.200000 413.966000
2453614.000000 149358000.000000 140.665000 0.876844 5032.380000 1184.960000
2453615.000000 149306000.000000 136.410000 0.978360 3872.620000 237.012000
2453616.000000 149257000.000000 133.565000 0.659499 3668.000000 224.976000
2453617.000000 149231000.000000 130.420000 0.920405 3302.860000 164.716000
2453618.000000 149183000.000000 127.275000 0.392560 3645.420000 1086.080000
2453619.000000 149156000.000000 126.765000 0.581230 4061.860000 1011.190000
2453620.000000 149105000.000000 128.550000 0.569686 6860.210000 4793.700000
2453621.000000 149056000.000000 132.745000 5.004386 20812.170000 25014.800000
2453622.000000 149032000.000000 137.380000 4.456177 14891.540000 16977.800000
2453623.000000 148986000.000000 174.725000 21.017982 27044.870000 28649.800000
2453624.000000 148950000.000000 249.515000 7.885779 22628.490000 21860.300000
2453625.000000 148905000.000000 196.000000 29.479884 13997.470000 7596.980000
2453626.000000 148859000.000000 147.810000 4.165766 9804.850000 7226.000000
2453627.000000 148834000.000000 145.160000 4.791996 17962.400000 24274.000000
2453628.000000 148786000.000000 151.975000 2.429077 10425.170000 5699.560000
2453629.000000 148743000.000000 151.775000 4.777884 9073.690000 7271.960000
2453630.000000 148708000.000000 146.730000 1.251687 9131.990000 5634.480000
2453631.000000 148661000.000000 148.890000 1.201930 8655.350000 6554.190000
2453632.000000 148637000.000000 149.705000 0.451621 6880.930000 514.086000
2453633.000000 148589000.000000 149.265000 0.548478 6229.260000 989.624000
2453634.000000 148547000.000000 147.730000 0.534690 5695.220000 347.658000
