# t_obs[JD] solar_distance[m] wavelength[angstrom] unnorm_flux[DN/s] unnorm_flux_unc[DN/s] pinholes[1ifYes] cameraError[1ifYes]
2450588.795878 149730289037.000000 284.000000 2749642.622086 2439.812927 1.000000 0.000000
2450588.800540 149730289037.000000 195.000000 41031081.556687 7311.761580 0.000000 1.000000
2450588.804624 149730289037.000000 304.000000 30726769.747521 5909.154528 0.000000 0.000000
2450589.041827 149730289037.000000 171.000000 87199920.399688 11001.862567 0.000000 0.000000
2450589.045887 149730289037.000000 284.000000 2791695.954603 2475.438809 1.000000 1.000000
2450589.050539 149730289037.000000 195.000000 41195002.838370 7391.653396 0.000000 0.000000
2450589.054628 149730289037.000000 304.000000 30507648.493768 5888.520368 0.000000 1.000000
2450589.291852 149730289037.000000 171.000000 86525501.112250 10925.369427 0.000000 0.000000
2450589.295927 149730289037.000000 284.000000 2859065.477234 2482.329470 1.000000 1.000000
2450589.300571 149730289037.000000 195.000000 41124643.786552 7326.598978 0.000000 0.000000
2450589.541827 149755166342.000000 171.000000 88179233.485175 11099.131708 0.000000 1.000000
2450589.545899 149755166342.000000 284.000000 3081672.190041 2561.910685 1.000000 0.000000
2450589.550555 149755166342.000000 195.000000 42592900.782691 7481.938731 0.000000 1.000000
2450589.554636 149755166342.000000 304.000000 31494554.173788 5983.899638 0.000000 0.000000
2450589.791829 149755166342.000000 171.000000 86402815.102145 10956.479571 0.000000 1.000000
2450589.795879 149755166342.000000 284.000000 3099744.950702 2523.063592 1.000000 0.000000
2450589.804613 149755166342.000000 304.000000 31638383.759510 5982.166672 0.000000 0.000000
2450590.041826 149755166342.000000 171.000000 85379898.534151 10907.403924 0.000000 0.000000
2450590.045879 149755166342.000000 284.000000 3180862.938616 2558.657576 1.000000 1.000000
2450590.050529 149755166342.000000 195.000000 42186157.571665 7443.578846 0.000000 0.000000
2450590.054632 149755166342.000000 304.000000 31333802.890225 5966.556098 0.000000 1.000000
2450590.323027 149755166342.000000 284.000000 3356555.101432 2594.039952 1.000000 0.000000
2450590.327676 149755166342.000000 195.000000 43023384.057404 7503.714568 0.000000 1.000000
2450590.331757 149755166342.000000 304.000000 31513366.073904 5997.317162 1.000000 0.000000
2450590.541826 149779812292.000000 171.000000 87274610.396540 11086.846138 0.000000 1.000000
2450590.545872 149779812292.000000 284.000000 3410920.035310 2649.302660 1.000000 0.000000
2450590.550521 149779812292.000000 195.000000 43206104.639291 7564.009275 0.000000 1.000000
2450590.554606 149779812292.000000 304.000000 31642503.888376 6006.547872 0.000000 0.000000
2450590.791829 149779812292.000000 171.000000 89228058.354855 11177.255213 0.000000 1.000000
2450590.795882 149779812292.000000 284.000000 3310710.468388 2585.007606 1.000000 0.000000
2450590.800541 149779812292.000000 195.000000 43069021.627972 7518.070830 0.000000 1.000000
2450590.804629 149779812292.000000 304.000000 31419892.127431 5973.490046 0.000000 0.000000
2450591.041830 149779812292.000000 171.000000 87592000.072210 11148.548185 0.000000 1.000000
2450591.045877 149779812292.000000 284.000000 3365153.700200 2604.189057 1.000000 0.000000
2450591.050526 149779812292.000000 195.000000 43904750.140396 7596.188841 0.000000 1.000000
2450591.054611 149779812292.000000 304.000000 31396515.443880 5971.889842 0.000000 0.000000
2450591.291829 149779812292.000000 171.000000 90521462.677828 11271.550585 0.000000 1.000000
2450591.295881 149779812292.000000 284.000000 3399968.171998 2643.203160 1.000000 0.000000
2450591.300529 149779812292.000000 195.000000 44595986.365989 7655.758431 0.000000 1.000000
2450591.304630 149779812292.000000 304.000000 31427444.893660 5972.669518 0.000000 0.000000
2450591.545883 149804228299.000000 284.000000 3540308.776362 2675.205200 1.000000 0.000000
2450591.550536 149804228299.000000 195.000000 45989940.243970 7785.949898 0.000000 1.000000
2450591.554623 149804228299.000000 304.000000 31937853.715848 6024.237437 0.000000 0.000000
2450591.791850 149804228299.000000 171.000000 95177585.176602 11543.875284 0.000000 0.000000
2450591.795905 149804228299.000000 284.000000 3558474.411392 2645.430926 1.000000 1.000000
2450591.800555 149804228299.000000 195.000000 46162962.880572 7769.549887 0.000000 0.000000
2450591.804641 149804228299.000000 304.000000 31537006.780875 6000.562771 0.000000 1.000000
2450592.041829 149804228299.000000 171.000000 90089761.650714 11247.900318 0.000000 1.000000
2450592.045881 149804228299.000000 284.000000 3264372.229346 2558.608377 1.000000 0.000000
2450592.050593 149804228299.000000 195.000000 46106384.423143 7782.169879 0.000000 1.000000
2450592.054677 149804228299.000000 304.000000 31452956.560524 5974.276215 0.000000 0.000000
2450592.281501 149804228299.000000 171.000000 89953478.544440 11264.961895 0.000000 1.000000
2450592.285567 149804228299.000000 284.000000 3591418.098894 2679.926394 1.000000 0.000000
2450592.290219 149804228299.000000 195.000000 46433585.756979 7824.389566 0.000000 1.000000
2450592.294304 149804228299.000000 304.000000 31500634.655976 5983.303190 0.000000 0.000000
2450592.791827 149828417535.000000 171.000000 91324517.471696 11295.244164 0.000000 0.000000
2450592.800531 149828417535.000000 195.000000 47989958.907645 7919.908077 0.000000 0.000000
2450592.804621 149828417535.000000 304.000000 31619981.957803 5986.661308 0.000000 1.000000
2450593.041830 149828417535.000000 171.000000 90598130.645761 11278.331427 0.000000 0.000000
2450593.045894 149828417535.000000 284.000000 3726660.052717 2715.115631 1.000000 1.000000
2450593.050542 149828417535.000000 195.000000 47374463.871557 7892.624769 0.000000 0.000000
2450593.054732 149828417535.000000 304.000000 31455826.993326 5979.818708 0.000000 1.000000
2450593.295881 149828417535.000000 284.000000 3692423.725151 2701.467725 1.000000 1.000000
2450593.300533 149828417535.000000 195.000000 48692038.073107 7996.185125 0.000000 0.000000
2450593.304620 149828417535.000000 304.000000 31797399.048514 6007.173294 0.000000 1.000000
2450593.541827 149852380498.000000 171.000000 93312883.830890 11456.731033 0.000000 0.000000
2450593.545875 149852380498.000000 284.000000 3694966.123922 2720.553248 1.000000 1.000000
2450593.791828 149852380498.000000 171.000000 91105926.140838 11259.877760 0.000000 0.000000
2450593.795882 149852380498.000000 284.000000 3639899.251921 2672.777178 1.000000 1.000000
2450593.804993 149852380498.000000 304.000000 31621962.798801 5983.577104 0.000000 1.000000
2450594.041831 149852380498.000000 171.000000 92072852.474048 11320.872148 0.000000 1.000000
2450594.045916 149852380498.000000 284.000000 3695998.289293 2700.591156 1.000000 0.000000
2450594.050564 149852380498.000000 195.000000 47958815.216439 7944.391730 0.000000 1.000000
2450594.054648 149852380498.000000 304.000000 31949533.476805 6015.959629 0.000000 0.000000
2450594.299852 149852380498.000000 171.000000 87859440.416443 11029.417572 0.000000 0.000000
2450594.303906 149852380498.000000 284.000000 3759441.607717 2721.212666 1.000000 1.000000
2450594.308560 149852380498.000000 195.000000 47529964.082670 7869.480830 0.000000 0.000000
2450594.312647 149852380498.000000 304.000000 31714528.853912 5989.715543 0.000000 1.000000
2450594.541828 149876111694.000000 171.000000 90698880.551166 11191.876483 0.000000 0.000000
2450594.545905 149876111694.000000 284.000000 3824612.793572 2721.231842 1.000000 1.000000
2450594.550557 149876111694.000000 195.000000 48661865.991521 7963.923614 0.000000 0.000000
2450594.554645 149876111694.000000 304.000000 32362163.696816 6055.635026 0.000000 1.000000
2450594.791831 149876111694.000000 171.000000 89300893.798251 11110.281049 0.000000 0.000000
2450594.795881 149876111694.000000 284.000000 3854154.081426 2721.100712 1.000000 1.000000
2450594.800531 149876111694.000000 195.000000 48542767.443772 7939.719357 0.000000 0.000000
2450594.804618 149876111694.000000 304.000000 32138666.189718 6029.383793 0.000000 1.000000
2450595.041832 149876111694.000000 171.000000 89789204.165148 11131.251288 0.000000 0.000000
2450595.045908 149876111694.000000 284.000000 3878121.502939 2755.590266 1.000000 1.000000
2450595.050570 149876111694.000000 195.000000 48923479.052719 7985.584436 0.000000 0.000000
2450595.054656 149876111694.000000 304.000000 32227791.259710 6048.169220 0.000000 1.000000
2450595.291832 149876111694.000000 171.000000 90401624.372149 11166.587527 0.000000 1.000000
2450595.295918 149876111694.000000 284.000000 3968174.970285 2765.058908 1.000000 0.000000
2450595.300567 149876111694.000000 195.000000 49189934.502020 7991.687642 0.000000 1.000000
2450595.304661 149876111694.000000 304.000000 32385167.001422 6055.550089 0.000000 0.000000
2450595.541825 149899617870.000000 171.000000 90126876.096439 11150.390859 0.000000 1.000000
2450595.545875 149899617870.000000 284.000000 4047442.708619 2779.124767 1.000000 0.000000
2450595.550527 149899617870.000000 195.000000 50072999.491985 8056.215804 0.000000 1.000000
2450595.554629 149899617870.000000 304.000000 32805969.098794 6093.295111 0.000000 0.000000
2450595.791829 149899617870.000000 171.000000 90910263.127550 11182.082057 0.000000 1.000000
2450595.795882 149899617870.000000 284.000000 4095145.180713 2787.126359 1.000000 0.000000
2450595.804623 149899617870.000000 304.000000 32832622.653734 6092.535134 0.000000 0.000000
2450596.041832 149899617870.000000 171.000000 92655613.890198 11253.812842 0.000000 1.000000
2450596.045915 149899617870.000000 284.000000 4051858.892852 2780.489080 1.000000 0.000000
2450596.050567 149899617870.000000 195.000000 51037112.192256 8119.402657 0.000000 1.000000
2450596.054652 149899617870.000000 304.000000 32961393.393704 6104.357554 0.000000 0.000000
2450596.291843 149899617870.000000 171.000000 90534153.500780 11241.018291 0.000000 1.000000
2450596.295892 149899617870.000000 284.000000 3882666.572783 2772.398897 1.000000 0.000000
2450596.300547 149899617870.000000 195.000000 49435463.227830 8032.645797 0.000000 1.000000
2450596.304634 149899617870.000000 304.000000 31943741.150382 6033.593157 0.000000 0.000000
2450596.541848 149922877836.000000 171.000000 90712539.295901 11183.404682 0.000000 1.000000
2450596.545911 149922877836.000000 284.000000 3966732.629981 3060.679100 1.000000 0.000000
2450596.554655 149922877836.000000 304.000000 32224263.926438 6042.666792 0.000000 0.000000
2450596.791828 149922877836.000000 171.000000 91667374.424515 11230.095503 0.000000 0.000000
2450596.795879 149922877836.000000 284.000000 3848071.996178 2742.623290 1.000000 1.000000
2450596.800530 149922877836.000000 195.000000 49378024.936506 7982.338432 0.000000 0.000000
2450596.804632 149922877836.000000 304.000000 32416819.502611 6056.839518 0.000000 1.000000
2450597.041831 149922877836.000000 171.000000 91790926.452969 11212.873928 0.000000 0.000000
2450597.050562 149922877836.000000 195.000000 48879936.236927 7955.735161 0.000000 0.000000
2450597.054653 149922877836.000000 304.000000 32196450.923419 6042.581150 0.000000 1.000000
2450597.291831 149922877836.000000 171.000000 89216871.644288 11034.739192 0.000000 0.000000
2450597.295918 149922877836.000000 284.000000 3663271.143603 2692.781352 1.000000 1.000000
2450597.300566 149922877836.000000 195.000000 47930287.175530 7873.692258 0.000000 0.000000
2450597.304653 149922877836.000000 304.000000 32140976.414162 6035.119235 0.000000 1.000000
2450597.541828 149945899601.000000 171.000000 90181076.774197 11109.918286 0.000000 1.000000
2450597.545895 149945899601.000000 284.000000 3638177.292776 2668.479861 1.000000 0.000000
2450597.550542 149945899601.000000 195.000000 48872601.699290 7933.151748 0.000000 1.000000
2450597.554628 149945899601.000000 304.000000 32528338.192616 6068.342480 0.000000 0.000000
2450597.791830 149945899601.000000 171.000000 89937319.843933 11081.355840 0.000000 1.000000
2450597.795883 149945899601.000000 284.000000 3559122.926700 2657.191631 1.000000 0.000000
2450597.800531 149945899601.000000 195.000000 48980712.428145 7937.682436 0.000000 1.000000
2450597.804616 149945899601.000000 304.000000 32500672.794429 6065.142282 0.000000 0.000000
2450598.041826 149945899601.000000 171.000000 90227522.969187 11154.255976 0.000000 1.000000
2450598.045876 149945899601.000000 284.000000 3529603.921540 2655.079812 1.000000 0.000000
2450598.050539 149945899601.000000 195.000000 48401868.921619 7909.945236 0.000000 1.000000
2450598.054627 149945899601.000000 304.000000 32221979.597729 6048.631558 0.000000 0.000000
2450598.302175 149945899601.000000 171.000000 89265087.970040 11057.184374 0.000000 1.000000
2450598.306230 149945899601.000000 284.000000 3423664.895568 2622.118998 1.000000 0.000000
2450598.310877 149945899601.000000 195.000000 47969888.280646 7843.651232 0.000000 1.000000
2450598.314965 149945899601.000000 304.000000 32121626.065195 6025.424531 0.000000 0.000000
2450598.541844 149968669934.000000 171.000000 88966242.845924 11017.644491 0.000000 1.000000
2450598.545922 149968669934.000000 284.000000 3428421.749964 2637.256264 1.000000 0.000000
2450598.550569 149968669934.000000 195.000000 47479492.347147 7831.699236 0.000000 1.000000
2450598.791929 149968669934.000000 171.000000 88135981.958073 10964.495826 0.000000 0.000000
2450598.795974 149968669934.000000 284.000000 3377190.081712 2630.684798 1.000000 1.000000
2450598.800622 149968669934.000000 195.000000 47271246.545616 7788.688029 0.000000 0.000000
2450598.804714 149968669934.000000 304.000000 32310324.155495 6045.508152 0.000000 1.000000
2450599.041816 149968669934.000000 171.000000 87972193.369234 10987.274098 0.000000 0.000000
2450599.045865 149968669934.000000 284.000000 3388190.517822 2620.037685 1.000000 1.000000
2450599.050530 149968669934.000000 195.000000 47386134.558178 7801.297452 0.000000 0.000000
2450599.054629 149968669934.000000 304.000000 32314082.577348 6052.627848 0.000000 1.000000
2450599.287629 149968669934.000000 171.000000 87243629.065361 10897.629189 0.000000 0.000000
2450599.296329 149968669934.000000 195.000000 47453756.266396 7799.807510 0.000000 0.000000
2450599.300414 149968669934.000000 304.000000 32377904.961930 6045.276474 0.000000 1.000000
2450599.541830 149991192012.000000 171.000000 88282090.646396 11002.240315 0.000000 1.000000
2450599.545894 149991192012.000000 284.000000 3391607.823252 2677.654266 1.000000 0.000000
2450599.550540 149991192012.000000 195.000000 47162372.190826 7792.077982 0.000000 1.000000
2450599.554628 149991192012.000000 304.000000 32452537.269872 6064.832751 0.000000 0.000000
2450599.791828 149991192012.000000 171.000000 83814663.684063 10680.480418 0.000000 0.000000
2450599.795879 149991192012.000000 284.000000 3380972.714947 2620.356515 1.000000 1.000000
2450599.800527 149991192012.000000 195.000000 47939575.301825 7828.385035 0.000000 0.000000
2450599.804616 149991192012.000000 304.000000 32457243.624776 6057.496823 0.000000 1.000000
2450600.041849 149991192012.000000 171.000000 87370138.030820 10941.223647 0.000000 0.000000
2450600.045897 149991192012.000000 284.000000 3399412.507615 2626.711308 1.000000 1.000000
2450600.050542 149991192012.000000 195.000000 46981205.757111 7767.764384 0.000000 0.000000
2450600.054626 149991192012.000000 304.000000 32255779.616422 6044.968242 0.000000 1.000000
2450600.301675 149991192012.000000 171.000000 86745517.561033 10838.075811 0.000000 1.000000
2450600.305631 149991192012.000000 284.000000 3319686.882436 2561.284368 1.000000 0.000000
